tweet_id,message,true_intent,predicted_intent,intent_match,true_action,predicted_action,action_match,confidence,triggered,reply,n_evidence
65821,"@AmazonHelp No, I still need to take time out of my busy day later to call or chat about it what to do next.",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@131057 I'm sorry for the inconvenience this has caused. Please keep us posted on what you are advised when you reach out to us directly. ^KI,3
62184,"@AmazonHelp your customer service is a joke, worst agents out there",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@130241 I'm sorry for the poor experience! Without giving account/personal details, can you tell us what's going on? ^AC",3
204930,Amazonプライムミュージックにドリカムが入ってるのを発見！JBLに繋いで大音量でお掃除♪♪♪ https://t.co/6b7Rd67uYj,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@164539 お片付けのおともにプライム・ミュージックのご利用ありがとうございます☺️✨ SK,3
63979,@AmazonHelp Gracias. Ahora borro el tuit. Necesito saber porqué no he recibido mi pedido y cuándo voy a hacerlo. mi ref403-3195704-8493158. Gracias,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@130695 Por este medio no tenemos acceso a tu cuenta Ana. ¿Nos podrías confirmar la fecha de entrega estimada de tu pedido? ^JJ,3
183382,"@AmazonHelp Paket steckt so fest im Briefkasten, dass ich es nicht rausbekomme (und es sicher kaputt ist).Keine Kontanktdaten zum Versender.",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@159123 Melde dich bitte mal bei unserem Kundenservice: https://t.co/ohyvGrpvrY Dieser prüft das gerne mal. ^SK,3
378516,@AmazonHelp According to the order 10/6-12  but I thought prime would make it get to me quicker than that? Status still says shipping soon.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.75,order|shipping|status,"@205822 Was this item Prime eligible: https://t.co/9ManH1OTAT, or currently out of stock? ^CL",3
180799,@AmazonHelp Yeah I've requested @115851 to do needful. Let me know if you didn't heard from him.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@158494 We can't directly view your Amazon account. Only if you share your details via the secure link, can we gain access. ^CB",3
285603,@AmazonHelp Son ustedes mismos: https://t.co/Jy2EK52ZEI,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@184037 Puedes buscar el contacto del transportista a traves de este enlace: https://t.co/mEKBC5rf63 . ^MB,3
142810,@119862 @115850 @119862 @3021 this is for my Customer ID 64620370. How do we spoke this issue as Amazon is not able to help and I m not benefiting being your Customer. https://t.co/ROpjGSdpnw,technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,issue,"@148240 I'm sorry for the experience you had regarding the cashback on your order. We would like to take a closer look at this, kindly share your details here: https://t.co/beaaDm0muc and we will contact you soon. ^VH",3
355338,@AmazonHelp Thank you Amazon!,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@200173 You're welcome! Glad we could help. Thanks for reaching out to us.  ^CO,3
25956,Danke @116316 für die überpünktliche Lieferung❤️ https://t.co/9My3Nh4Fqq,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@121664 Viel Spaß! ^DW,3
330898,"Interesting feature in @115850 app, Wish List section. https://t.co/c12GkCf1re",technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,app,@194779 Great that you liked it. Enjoy saving your to-shop list from here. ^CB,3
233140,@115821 this is the second time my next day Prime order has taken more than the agreed next day delivery. #poor,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|order,@171495 Sorry to hear about this. What does the tracking advise?: https://t.co/aaDyEz1VgE Was any reason given for a delay? ^PK,3
269132,@AmazonHelp No... just won't go to live feed. 4-5 minutes behind,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@157987 That's odd! Could you tell us what device you are using to stream the game? ^ML,3
76035,@116928  y @4498 unos inútiles. Llevo 2 semanas pidiendo la recogida de un paquete y todavía no se han presentado. #inutiles #decepcion #amazonsucks,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@133016 Me apena mucho esta experiencia, Robert. Por favor reporta lo sucedido con nuestro equipo de Soporte al Cliente https://t.co/yUdBaXIHo2 para verificar tu caso, ya que por este medio no contamos con acceso a tu cuenta. ^VL",3
422278,"@115821, Also I would like to add they're giving money back into amazon pay.why amazon is forcing people to buy only from amazon?",payment_or_refund,payment_or_refund,1,AUTO,AUTO,1,1.0,money|pay,@215577 here: https://t.co/beaaDm0muc and I'll look into it right away. 2/2 ^EM,3
399137,@AmazonHelp Inspite of repeated escalation the cashback credit is not done. I am not able to place further orders as I am still waiting for the cashback,payment_or_refund,payment_or_refund,1,AUTO,AUTO,1,1.0,credit,@210368 We apologize for the delay. Could you please confirm if you've shared your details in the link given earlier? ^ZH,3
199979,@AmazonHelp you have my condition for the return in the first tweet itself. Fulfill it then we will talk,payment_or_refund,payment_or_refund,1,AUTO,AUTO,1,1.0,return,"@163180 We've responded to you here: https://t.co/KSrjj1x6pm, request you to check. ^MA",3
49906,"@119625 In the first sentence, it's dive into and not five into. #GrammarNazi https://t.co/o74cGM0JJr",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@127177 Thanks for getting this to our attention, Denzil. I'll be sure to pass this internally to the concerned team for a review.^GD",3
274684,"@115850 ORDER # 407-2070792-5879531
fraud wt customer by giving different product #fraudAmazon
Wn asking for return or refund- Giving resolution as this product comes under non returnable dat means dey r free 2 gv wrong product.
PFA of gym bag recieved wch is dfrnt on website😡 https://t.co/oDnKyFhqjf",payment_or_refund,payment_or_refund,1,ESCALATE,ESCALATE,1,0.4,refund|return,"@181628 Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",3
160372,@AmazonHelp En fait non... https://t.co/z9s2uLbYkG,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@152943 Pourrais-je avoir le lien vers la page de ce produit je vous prie? ^BR,3
365957,@AmazonHelp Expecting Prime delivery today. Delivery by @116324  They claim it was delivered and that I signed for it. THIS IS NOT TRUE. Please help.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,delivery,"@202706 Terribly sorry for the problems with your order, Julie! Let's see if we can get this sorted: https://t.co/JzP7hlA23B ^JZ",3
294827,@AmazonHelp shared the disired information. hope for an early solution without any further delay,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,delay,@186217 Thanks for the heads up. As you've shared the details we'll reach out to you soon. ^AS,3
291763,"@AmazonHelp @AmazonHelp reported &amp; was assured delivery on 7th Oct. I haven't got it yet, reason your incompetency to locate the address. @115851",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,delivery,"@185479 possible. Please provide your details here: 
https://t.co/Bg7JpBuhdG and I'll get back to you. 2/2 ^SH",3
386401,"@AmazonHelp I have a pckg in a locker &amp; have to pick up ""by Oct 10"" - at what time? Can I still pick it up tomorrow? If not, can I extend?",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@207482 To see the hours for each available location, go to https://t.co/nvo0GkmEKA
2. Click “Find"" and Enter an address or ZIP code. ^TD",3
380786,@AmazonHelp M nt able to login from my account. Its saying id already exists.,account_or_login,account_or_login,1,ESCALATE,ESCALATE,1,1.0,account|login,@206315 You may need to skip the sign in process for successful form submission. 2/2 ^MJ,3
180688,@AmazonHelp And u guys still charge me ..,payment_or_refund,payment_or_refund,1,ESCALATE,ESCALATE,1,1.0,charge,"@158472 I apologize for the trouble, you can cancel for a refund here: https://t.co/pf4jLVXqtx ^NC",3
280361,"@AmazonHelp @115821 Hey people, seems your shipping service does this frequently. Item shows delivered, but not yet received. ID 919110109865",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,received|shipping,"@160223 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) ^SI",3
115858,@AmazonHelp Oui commande marquée éligible au retour mais après ça me dit qu’elle est pas éligible,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@141796 Je vous prie dans ce cas-là de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin de vous assister avec le retour de la commande.
^KE",3
320856,Damn @115821 that's pretty quick shipping https://t.co/IQ7ahIf9In,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,shipping,"@192443 Hi TJ- Thanks for flagging this to us, do you happen to have the link where you saw this? ^NV",3
41530,@AmazonHelp As of now the aspect ratio seems to be 1:1. Very irritating.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@125127 I understand your concern. I've noted your comments and have forwarded your feedback internally. ^MO,3
26898,"@121890 @120474 Why does it say "" You have exceeded the maximum allowed number of tickets for this event."" I have no tickets ??!",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@122004 My apologies Karolina. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to help. ^DC",3
312110,"@AmazonHelp For every order placed, don't you think you guys need to rethink the 'Prime' delivery model",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|order,"@190339 I understand your concern, Nishir. Please revert to the email you've received from us. We'll get back to you. ^HD",3
132412,@AmazonHelp how will I know when my items will ship I usually get an email and it’s been 5 days and my item still isn’t showing an estimated shipping date,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,estimated|shipping,"@145872 Hey Ryan, are all items in stock? It's possible that one or more items may not be immediately in stock, hence why a delivery date was not yet provided. ^TP",3
348342,"@115850 Is this how your offers work? By cancelling prepaid orders and asking for us to re-order?

#AmazonIN #AmazonGreatIndianFestival",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,order,@198929 I'll be sure to forward your feedback internally. We'll definitely work on the miss. 2/2 ^PS,3
158673,"@AmazonHelp 2 par amazon, un par un vendeur tier en effet",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@152477 C'est le produit qui vendu et expédié par un tiers qui pose problème, car il ne peut pas être livré dans un relais. Cette option est possible juste pour les produits vendus et expédiés par Amazon. ^BR",3
425045,@AmazonHelp there have been multiple items that are days late or go missing and have to be reordered/resent. i paid for 1 day shipping last month and it took two days. there's no convenience if i could have gone to a store in the week my item is delayed.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.8,delayed|late|missing|shipping,@185209 Thanks for the additional information. Does this tend to be a pattern with certain carriers? ^SW,3
49969,@AmazonHelp Got call from Mi saying warranty expired and can't claim now. As the issue raised before expiry ask to deal with Amazon. Now resolution at u,technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,issue,@127186 to access your details here. 2/2 ^RS,3
379809,"@AmazonHelp It was a big order - so one item was due to be delivered on the 12th, then the other 3 things were guaranteed today. I checked the tracker..",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,order,@206103 Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into it. ^PK,3
133785,@AmazonHelp Il y a moyen vous echangez Watch Dogs 2 par BF1 sur le pack ps4 pro edition black friday ?,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@146150 Il n'est pas possible. ^SM,3
382265,"Oh @115821, you know us too well. #FridayFeeling https://t.co/eY0kHS2sMW",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@206637 Hey, can we see a pic of the potential wearers of the millinery? (cos we ❤️ cute pics) 😁 ^TS",3
65714,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@131037 Thank you for reaching out today, Hayley. I'm sorry for the recurring issues. Is the status marked as delivered: https://t.co/aaDyEz1VgE? ^KB",3
204944,@AmazonHelp USPS in transit.... Sorry doesn't get me my items!!!!,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@164544 Thanks for letting us know, Edward! Let's contact the carrier together and find a resolution: https://t.co/hApLpMlfHN ^TG",3
152006,@115850  always enjoyed your service. But this time it’s been terrible waiting for a month and still expecting the order !!! #AmazonGiveaway #Amazon https://t.co/7JUdnITnli,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,order,"@150734 All the orders are shipped and mapped for the delivery based on the estimates provided during checkout. This also differs on various factors like your shipping address, &amp; the Fulfillment Centre its shipped from. Your order should be delivered as per the estimates. ^GD",3
232349,@115850 Ordered on 26th September. Delivery is very slow. Some problem with the delivery team. Order # 407-2856354-3818761,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|order,@171313 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 4/n ^SH,3
297379,"@AmazonHelp @115850 
If you could kindly make a note https://t.co/qXysA4JMH2",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@186830 We will get back to you at the earliest and ensure the correct steps are taken, do keep us posted. ^CB",3
